id,text,label
1634285394798825497,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma A gdzie drugi pedał,1
1634282459952037888,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma Może i lepiej. Powstałaby Ostrołęka 2.0,2
1634281895675547667,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma Pedofilska partia !!!oplowac was faszysci!!!!!,1
1634280872881934342,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma A oni z tą swoją pogardą dla zwykłych ludzi nie raczyli poinformować mieszkańców.,2
1634274490908590080,"@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma Tylko szmaty i kurwy atakują Jana Pawła II ,szmaty które nic nie zrobiły dla Polski tylko szmacą się aby zaistnieć w polityce !!!!",1
1634265232687153152,"@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma decyzja o wydobyciu surowca zależy od wielu czynników, takich jak opłacalność ekonomiczna, kwestie prawne, aspekty środowiskowe i społeczne, i polityczne.PGE, jako jedno z przedsiębiorstw zainteresowanych wydobyciem gazu w tym regionie, musi wziąć pod uwagę wszystkie te czynnik",0
1634238800221163520,"@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma Byłbym ostrożny w angażowanie pana ministra w temat odwiertów pod Rawiczem.

W 1975 jak wybuchł tam odwiert , to dopiero bratnia pomoc ze wschodu po miesiącu ugasiła erupcję #mzf",0
1634219197696802816,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma A czy było prowadzone wiercenia potwierdzające opłacalność tej inwestycji?,0
1634204989076779009,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma Borys pedofilów obrońca!!!,1
1634204597639172098,"@Matt_Cobosco @Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma O ile z drugą częścią Pana wypowiedzi zgadzam się w 100%, o tyle co do własnego wydobycia gazu, moim zdaniem jednak myli Pan osoby sprawcze. Bardziej na południowy wschód bym wzrok kierował... bardziej niz bardziej.",0
1634202778632372225,"@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma Znajdzcie udziałowca może być Gazprom ,przyjaciele Tuska gnoja który umorzył im dług  https://t.co/qNKvQ3mXYg",0
1634200308619309057,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma https://t.co/EDtHjU1m7S,2
1634200219486126081,@Dariusz_Jonski @SasinJacek @piotr_borys @JaroslawDuda @NewsPlatforma https://t.co/NJ8d6tlysH,2
1634298072669757441,"@Dariusz_Jonski @MichalSzczerba @piotr_borys @JaroslawDuda Darek wędliny to sam pożarłeś, czy sprzedałeś? Nie zapomni o basenowych",0
1634206987742314496,@Dariusz_Jonski @MichalSzczerba @piotr_borys @JaroslawDuda https://t.co/vDn6k9g76b,2
1634178748491747328,"@Dariusz_Jonski @MichalSzczerba @piotr_borys @JaroslawDuda Bardzo, żałuję, że nie mogę się rozdwoić. Będę Was wspierać telepatycznie z #Rokietnica 😉
✌️",2
1635584582920675329,@Dariusz_Jonski afery hulały za tuska https://t.co/LA3ns570Em,0
1634546518983155713,@Dariusz_Jonski Joński ile kiełbasy dostałeś  Lodówka pełna!!,0
1634498098419445761,@Dariusz_Jonski A ty co chcesz wyłudzić?,0
1634497985668104192,@Dariusz_Jonski https://t.co/nAL32y4X71,2
1634497917527400449,@Dariusz_Jonski https://t.co/ql0rqE5tPH,2
1634495820635557888,@Dariusz_Jonski Śmieciu ciebie to kłonicą załatwimy.,1
1634492081740587009,@Dariusz_Jonski Towarzyszu to już pedofilia zakończona ?????// https://t.co/4OtUNxeIiP,1
1634490645791342593,@Dariusz_Jonski Przestańcie kłamać niemieckie pachołki.PO. Nikt Żalka nie zdymisjonował.! Sam się podał.,1
1634484203197722624,@Dariusz_Jonski https://t.co/NwX5BydoNx,2
1634477693902241792,@Dariusz_Jonski Stróż basenu😭,2
1634476631480737793,@Dariusz_Jonski https://t.co/uQqkADt3PJ,2
1634475185377083392,"@Dariusz_Jonski Kreml lubi rocznice. PO-jebane sługusy Berlina i Kremla zrezygnowali z tarczy antyrakietowej USA 4 lipca, w dzień Niepodległości USA. Putin sobie nie życzył tarczy no. 365 dni w roku, a PO-jebani zdrajcy zrezygnowali z tarczy USA 4 lipca. SZOK! Polskiego święta też nie szanowali.",1
1634470890804060160,@Dariusz_Jonski https://t.co/GIZF8eotW4,2
1634465938891321348,@Dariusz_Jonski Detektyw bełkot 😂,0
1634451389714685952,@Dariusz_Jonski Joński jak to wyjasnisz https://t.co/JUcG7Odrvv,0
1634451350758064129,"@Dariusz_Jonski Dziwne,wasi działacze nawet w areszcie są przez was bronieniu. Tutaj sprawa jest wyjaśniana, jest reakcja i nikt nie broni nieprawidłowości. Czy widać różnicę? Pewnie nie bo doktryna N. działa u was świetnie.",0
1634447531886145538,@Dariusz_Jonski Weź pierdolnij się do pustego basenu na pusty łeb!,1
1634425762429239300,@Dariusz_Jonski a gdzie kolega szczerba wy matoły zawsze razem tylko kup banany i weź gumki i wazelinę,1
1634425379828973569,@priv_pozytywna @Dariusz_Jonski kupą 💩💩💩💩💩💩💩,2
1634425189164359681,@Anka_Li_Fi @Dariusz_Jonski kuźwa dziw....ki  pedały brawo,1
1634424609800855553,@Dariusz_Jonski po co pokazujesz ten parszywy ryj trollu z pedalskiej partii,1
1634407791816220674,@Dariusz_Jonski 🤣🤣🤣ale dzban.,0
1634375931555983362,"@Dariusz_Jonski Totalna Targowica - wizualnie   o d r a ż a j ą c a. 
Co jest adekwatniejsze: Padalstwo, czy Pedalstwo Obywatelskie?",1
1634333207188459521,@Dariusz_Jonski https://t.co/qAJTuzlsOf,2
1634282005327237123,@Dariusz_Jonski Brawo Panowie.,2
1634225832570003456,@Dariusz_Jonski Dla Was nic nie zalatwia. Wam trzeba dać dostęp do kasy i będziecie zadowoleni.,0
1634178816917614593,@Dariusz_Jonski Znakomita robota @Dariusz_Jonski !!,0
1634176018490486789,"@Dariusz_Jonski Kanapa Republikańska:
Mieczysław Baszko
Kamil Bortniczuk
Michał Cieślak
Arkadiusz Czartoryski
Małgorzata Janowska
Lech Kołakowski
Łukasz Mejza
Włodzimierz TOMASZEWSKI ( z Łodzi )
Jacek Żalek, 
ps różnie można myśleć o Panu Włodzimierzu ale co on robi wśród tych złodziei???",2
1634171343104008193,"@Dariusz_Jonski Cisnąć Panowie, ujawniajcie jak najwiecej, niech się w końcu zakończą rządy tej grupy przestępczej o jakże przewrotnej nazwie @pisorgpl. #OrgiaAfer",0
1634169537623990274,"@Dariusz_Jonski To tylko potwierdza, że po wyborach należy dokładnie wyczyścić z oszustów i złodziei Kaczyńskiego, wszelkie urzędy, SSP, synekury, instytuty i fundacje. Każdy kto zdefraudował publiczny grosz powinien zostać osądzony i ukarany oraz zwrócić co ukradł. #pisbolszewia #CelaPlus",0
1634169256760713216,@Dariusz_Jonski A kiedy Trzaskowski poda się do dymisji,0
1634153440745070593,@Dariusz_Jonski https://t.co/9sopUPiEyR,2
1634146310012952577,@Dariusz_Jonski @CamaroJaro 👍👍👍,2
1634140481507536898,"@Dariusz_Jonski @jola_mor Nie można być obojętnym. Polska w tej chwili to prywatny folwark PiS. Nie ma na to zgody społeczeństwa. Wszystkich rozliczymy.
#OrgiaAfer",0
1634137072595357697,@Dariusz_Jonski Wierzycie ze bez wiedzy kaczora działał cały system ?,0
1634136451964182528,@Dariusz_Jonski No nie wiem czy się doczekacie Panowie🙄😟,0
1634136416010551296,"@Dariusz_Jonski Takich politykow nam potrzeba, byleby Pan tylko za ostro w lewo nie poszedl, radykalizm jest zly w kazdej postaci!",0
1634135798244147204,@Dariusz_Jonski Oni sami już się w tym kotle nie mogą dogadać.,0
1634577197062078468,@Jan_Solek @Iza34676463 @Dariusz_Jonski @Radio_ZET Biedny człowiek z ciebie.,0
1634576676037312515,@KulsonCom @Iza34676463 @Dariusz_Jonski @Radio_ZET I profilaktyczny ban. Za wyzwiska!,0
1634576292182913025,"@KulsonCom @Iza34676463 @Dariusz_Jonski @Radio_ZET Były SB-k pewnie, skrzywdzony przez reżim PiS odebraniem przywilejów emerytalnych. Buhaha 🤣😅🤣",0
1634574270524186624,"@Jan_Solek @Iza34676463 @Dariusz_Jonski @Radio_ZET Grzeczniej pajacu. Jak prokuratura zacznie spełniać swoje zadania bez zamiatania wszystkiego pod dywan przez władzę, której podlega to na pewno właściwy prokurator zajmie się tymi złodziejami i oszustami.
#OrgiaAfer",0
1634572566030430213,@KulsonCom @Iza34676463 @Dariusz_Jonski @Radio_ZET Jak coś wiesz to za....alaj do prokuratora zboku bo się przestępcom upiecze!,1
1634572125569703937,"@Joko5011 @Dariusz_Jonski @Radio_ZET Hmm, sini razem to jednak wyjątkowa zgraja półgłówków 🤣
Coś nieprawdopodobnego 😂😁😂",0
1634556296866168836,@Gar20Dar @Dariusz_Jonski @Radio_ZET za co z zawodu wyleciał sędzia Łączewski?v on prowadził sprawę Wąsika i Kamińskiego,0
1634556078774968320,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Skończ już kłamać, naprawdę. Dziękuję za dyskusje z kłamcą i manipulantem. Także dziękuję już Panu/Pani. Nic więcej nie powiesz, poza odwracaniem kota ogonem. Żegnam.",0
1634555431849799683,"@Gar20Dar @Dariusz_Jonski @Radio_ZET sędzia który daje się złapać na tekście ""że jest gotów walczyć z PIS"" jednocześnie skazuje wiceprezesa tej partii to jest ostra aberracja
ten proces powinien zostać unieważniony już z tego powodu",0
1634555112587706368,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Czyli uwazasz, że Wąsik i Kamiński nie powinny być skazani? 🤣🤣🤣 Już Ci rozumiem odjęło.
Chłopie, atakujesz odwracając kota ogonem, ale jak powiedziałem, prawdy nie zakrzyczysz. Boze, łamią prawo, żeby takim tłukom jak Ty, coś wmówić, a Ty mówisz, że oni biedni i skrzywdzeni...",0
1634510618530050054,@Dariusz_Jonski @Radio_ZET Noooo…#OrgiaAfer ma się dobrze.,0
1634509894022725632,@CichonAlicja @Dariusz_Jonski @KLubnauer @Radio_ZET Nawet psa jej zajęli,0
1634501811582259200,@Dariusz_Jonski @Radio_ZET Neogesstapo,2
1634501113247350786,"@Gar20Dar @Dariusz_Jonski @Radio_ZET sami tak robicie jak się wam sędzia nie podoba
oczekujecie ponadto korzystnych wyroków jak z tą babą panią Katarzyną albo skazania Wąsika i Kamińskiewgo
i jak ktoś robi dokładnie tka jak Wy to lament bo koniec świata",0
1634500126176686086,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET A jak wygląda w waszym? Wrzucamy swoją kartę, ale najpierw ta kasta szczuje z anonimowych kont na innych sędziów. Takie wasze standardy. Nie ważne jaki wyrok, ważne, żeby byk dobry dla was. Po to wam są sedziowie wasi. Tyle I aż tyle. Może zakłamywać rzeczywistość dalej.",0
1634499328642260994,"@Gar20Dar @Dariusz_Jonski @Radio_ZET sędzia który pałał nienawiścią do podsądnych nigdy nie powinien prowadzić tej sprawy
tak wygląda sprawiedliwość w waszym wydaniu",0
1634498518390808576,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET No, a kolega Duda ich uniewinnił, czego nie rozumiesz? Jak łamią przepisy to należy ich skazać. A sędzia Milewski to prowokacja faktu 
a nie chciał dzwonić do kprmu. Nie przekraczaj faktów jak Ci pasuje.",0
1634497454308483074,"@Gar20Dar @Dariusz_Jonski @Radio_ZET sędzia Milewski swegoi czasu chciał dzwonić do Tuska czy tam do KPRM ustalać szczegóły jakiegoś procesu
Sędzia Łączewski wyjebany z zawodu bo dał się złapać na kłamstwie - chciałwalkczyć z pisorami, skazał Wąsika i Kamińskiego
cała Justitia zionąca chęcią zemsty na PIS",0
1634496877616848897,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET My? Ja nikogo nie mam. Bronie tylko przed glupota i propaganda Twojego pokroju.
Tak, mają sędziów, co jak wydadzą wyrok, który nie spodoba się Tytusowi to jest z opozycja. 
Nie Malpko, to wy macie sędziów, możesz zakłamywać rzeczywistość, ale faktów nie zakrzyczysz. Miłego dnia.",0
1634485056591867904,"@Gar20Dar @Dariusz_Jonski @Radio_ZET Puszczali w tv
Ta baba dokonała fizycznego ataku na funkcjonariuszy którzy nic nie robili
Wy macie sędziów na postoju którzy w dupie mają prawo 
To się nazywa doktryna nojmana",0
1634483457182035970,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Znasz materiał dowodowy? Miej sobie kogo chcesz w dupie, nawet i Kaczyńskiego. Notabene ja też za nią nie przepadam.
To Ty mówisz, że wbrew materiałom dowodym, rozumiesz? Nie jestes sędzia i nie widziałeś dowodów. Z doświadczenia wiem, że policja lubi kłamać.",0
1634482813469700096,"@Gar20Dar @Dariusz_Jonski @Radio_ZET W dupie mam tą babę
Sędzia wbrew materiałowi dowodowemu wydaje orzeczenie
Dociera do ciebie",0
1634482363643117574,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET No właśnie, mentalność pisu. Sędzia ma wydawać wyroki tak jak im się to podoba. Niech zgnoja babcie kasie, a jakże. Będzie fajnie. O, kolega Iwaniec może? Widzisz, to nie na tym polega. Sędzia patrzy na wszystko, także na to, że babcia Kasia vs 100 policjantów.",0
1634482070008258561,@Dariusz_Jonski @Radio_ZET Nie tak jaki u was! Bronicie swoje dupy pod śmietnikami! Jeszcze ciebie powinni spradzić!,0
1634481215569838083,"@Gar20Dar @Dariusz_Jonski @Radio_ZET UE wymogła zakaz karania sędziów za orzeczenia z dupy które łamią prawo
Dlatego można było dać kasę babci kasi wbrew materiałowi dowodowemu w postaci nagrań 
Więc nie kłam o tym sędziowie przestrzegając prawa",0
1634480884052107264,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET No to dobrze, niech będzie, że sędziowie dla Ciebie to szambo, ale chyba nie wierzysz, że Ziobro, że skompromitowanymi sędziami to uzdrowi? Że wrzuci swoich koleżków i będzie lepiej? No, chyba, że lepiej dla koleżków.",0
1634480368068833280,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Nie, właśnie tu się mylisz. Sędzia jest od tego, żeby stosować prawo. I normalny sędzia by patrzył na sprawę a nie na kogo głosujesz. Wy jednak, wolicie upolityczniać sędziów i wierzyć, że kolega wyda lepszy dla Ciebie wyrok. Chyba, nie o to tutaj chodzi.",0
1634479513559089152,"@Gar20Dar @Dariusz_Jonski @Radio_ZET Justitii albo innego walczącego z PiS stowarzyszenia
Sędziowie to to szambo które wie że jest bezkarne i może zniszczyć życie bez żadnej konsekwencji",0
1634479248814624769,"@Gar20Dar @Dariusz_Jonski @Radio_ZET Nie dostała, jest nagranie
Sędzia który jest usłużny opozycji dalnjej kasę 
Ja gdybym powiedział w sądzie że popieram PiS i spotkał mym sędziego z historii to na bank przegram nawet ja by były ewidentne dowody",0
1634478217129086976,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Ja nie Ty, nie muszę kłamać. Jeśli dostała od policjantów to prawidłowo. Może naucza się przestrzegać prawa a nie rozkazów Kaczyńskiego. To może spotkać każdego, także Ciebie, więc walczy też dla Ciebie. Sąd jest od stosowanie prawa. A nie od koleżeńskich wyroków.",0
1634477589317185537,"@Gar20Dar @Dariusz_Jonski @Radio_ZET Nie kłam
Dostała kasę za taką na policjantów z to co piszesz to inna sprawa",0
1634477139851374595,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Babcia Kasia, dostala odszkodowanie za to, że cham ja zepchnął że schodów, także nie manipuluj. Od Bąkiewicza dostanie jak mu pis da. Pisz prawdę. Poza tym, patrz logicznie, babcia Kasia vs iluś policjantów, przecież to groteska. Dzięki Kaczyńskiemu.",0
1634475921917857793,@Gar20Dar @Dariusz_Jonski @Radio_ZET Kto daje odszkodowania babci kaci A fizyczne ataku na policjantów? Jakiś służalczy sędzia który nienawidzi PIS,0
1634475493977145345,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET No wiadomo, że slużalczy sędziowie to by podpisali wszystko, co im dasz. Więc, śmieszny jesteś. 
Sędziów, którzy są sluzalczy wobec opozycji 🤣🤣🤣 Czy Ty widzisz jakie głupoty piszesz? Sędziowie są tylko sluzalczy wobec władzy. Zresztą Iwaniec to dobry przyklad. Także dzięki.",0
1634474582974275584,"@Gar20Dar @Dariusz_Jonski @Radio_ZET Sędzia sądu apelacyjnego to tak z 20 lat w zawodzie jak nie więcej 
Z drugiej strony mamy sędziów którzy są służalczy wobec opozycji więc w dupie to mam co o tym piszesz 
Był podpisz formalnie się zgadza reszta jest nie istotna",0
1634474057969160193,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET To po to wam byli sluzalczy sędziowie? Pokroju skompromitowanego Kuby Iwańca?
Prawdy filmikami i wrzutkami nie zaklamiesz, ale próbuj Tytus, próbuj.",0
1634473059020152832,"@Gar20Dar @Dariusz_Jonski @Radio_ZET Izrael to na problem bo Apple pokazało  środkowy palec
Każdy wniosek o podsłuch był podpisany ręką sędziego 
https://t.co/rSgJuLYbkw https://t.co/b7fA9DHWCi",0
1634471795112681473,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET No i? Przecież Ty też propagandę siejesz. Dla mnie jesteś mało wiarygodny. Już nie mówię, że w państwie prawa opozycja!!! jest podsłuchiwana pegasusem. Nawet Izrael, który stworzył ten program wrzucił nas na czarna listę. Także tak.",0
1634461639348043776,@Gar20Dar @Dariusz_Jonski @Radio_ZET https://t.co/xjHtZaBzc2,2
1634460958927077377,"@Dariusz_Jonski @Radio_ZET No widzisz Darek , a Twoja żona skromnie, tylko kiełbasę.  Ale zamienić M4 na dom się udało",0
1634460607616364544,@Beataismyname @Dariusz_Jonski @Radio_ZET Serio?,0
1634460190664712192,@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Doktryna Tyusowa...,0
1634458694422343680,@Dariusz_Jonski @Radio_ZET Wytłumaczcie się Polakom dlaczego w szeregach PO jest tak wiele pedofili.... I takich ludzi na siłę chcecie wprowadzić do przedszkoli i szkół jako instruktorów... NIGDY NIGDY.. Ręce precz od naszych dzieci....!!!!,1
1634453065045536768,@Dariusz_Jonski @Radio_ZET Kurde w PiS nie ma doktryny Neumana? Wchodzą do swoich?,0
1634451432895131648,"@Dariusz_Jonski @Radio_ZET To też jest nieprawdopodobne, że  u was tyłu pedofilów. I jeszcze się z nimi bujacie.
Pedofilia Obywatelska https://t.co/ndHm3tmTx4",1
1634449721187086339,"@Dariusz_Jonski @Radio_ZET Wcale mnie to nie dziwi, niektorxy przywłaszczyli nawet rzeczy przeznaczone dla biednych z PCK",0
1634449401555894272,@Gar20Dar @Dariusz_Jonski @Radio_ZET Doktryna nojmwna,0
1634447337773756417,@Dariusz_Jonski @Radio_ZET Joński to CIOTA za wszelką cenę do KORYTA,1
1634443789895958529,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Myślenie i Tytus, dobry przykład oksymoronu",0
1634412316367233029,@Dariusz_Jonski @Radio_ZET Nowomowa.,0
1634410716424818691,@TomaszWolf @Dariusz_Jonski @Radio_ZET 😳😳🙄,2
1634407072493125633,"@Dariusz_Jonski @Radio_ZET Rządzi nami mafia,na mafii,Joński może niedługo usłyszy,jakie oni mafie zakładają,żeby przykryć przestępstwa jakich dokonują.Nawet psychiatra konował bierze udział,żeby z ofiary partyjniaka Po uczynić psycholem,a sądy kapturowe wkraczają,z argumentem siły,bo merytoryki zero.",0
1634392491838283779,"@eleonora_denko @Dariusz_Jonski @Radio_ZET PiS ma tyle afer, że fanatycy PiS nic nie pomogą w wyborach. Oczywiście PiS może do wyborów nie dopuścić, może też sfałszować, mają dużo ochydnych możliwości. Świat będzie patrzył na ręce ZJEP.
https://t.co/ygW9K3U56x",0
1634391080534781958,"@eleonora_denko @Dariusz_Jonski @Radio_ZET Ale to nie dotyczy Pana Dariusza Jońskiego, Pani nawet nie wie o kogo chodzi, taka z Pani ekspertka.",0
1634390432737050625,"@eleonora_denko @AlSzalony @Dariusz_Jonski @Radio_ZET Dopóki nie zobaczę filmu z monitoringu sklepowego to nie uwierzę. Nie chodzi nawet o uczciwość tej osoby, tylko to po prostu nie ma sensu!  Film musiałby pokazać, że chowa kiełbasę do torby lub pod płaszcz, jak złodziej a nie, że nie płaci przez np. gapiostwo(co się może zdarzyć)",0
1634384695625412610,"@Mariusz28121976 @Dariusz_Jonski @Radio_ZET Wybory pokażą, że jest pan w mylnym błędzie.
Dobranoc.",0
1634384358344671232,"@eleonora_denko @Dariusz_Jonski @Radio_ZET Oj to wielka szkoda że z moskwy Pani do Polski wróciła. PMM i rząd to dbają o samych siebie, ludziom inflacje zafundowali, zamykali lasy w czasie covidu, wiele przedsiębiorstw doprowadzili do bankructwa razem z Panem Glapińskim, przyjacielem Pana Kaczyńskiego. Nepotyzm na całego.",0
1634384352346886144,@Mariusz28121976 @Dariusz_Jonski @Radio_ZET Proszę samemu popracować...,0
1634383479457685505,@eleonora_denko @Dariusz_Jonski @Radio_ZET O źródło wyroku poproszę.,0
1634381043435294721,"@Mariusz28121976 @Dariusz_Jonski @Radio_ZET PMM i rząd dbają o ludzi i rozwój kraju, pamiętam czasy Rudego, musiałam emigrować, pomimo wyższego wykszt.",0
1634380629788835840,"@Mariusz28121976 @Dariusz_Jonski @Radio_ZET Proszę zasięgnąć info..
Tu nie ma miejsca na fantazje, był wyrok.",0
1634367310386348032,@kaczone @Dariusz_Jonski @Radio_ZET Joński zjadł kiełbasę ukradziona przez żonę...,0
1634366897838751746,"@Elbieta10149020 @Dariusz_Jonski @Radio_ZET Żona Jońskiego kradła kiełbasę, i to jest bardzo ok...🤡",0
1634366780469592066,"@eleonora_denko @Dariusz_Jonski @Radio_ZET Pani Eleonoro, Pan Mateusz Morawiecki razem z nierządem PiS i SP ukradli już miliony takich kiełbas i to Pani wcale nie przeszkadza. Co do Pana Dariusza to czy był jakiś wyrok, czy to kolejne Pani fantazje?",0
1634366457193611266,"@AlSzalony @Dariusz_Jonski @Radio_ZET A żona Jońskiego kradła kiełbasę, uczciwa c,'nie?",0
1634365299318222848,@mal17171 @Dariusz_Jonski @Asia47235801 @Radio_ZET A żona Jońskiego kradła tylko kiełbasę...😂,0
1634364962603761664,"@Dariusz_Jonski @Mariusz28121976 @Radio_ZET A kradzioną kiełbasa smakowała, Joński...😂",0
1634338984779296769,"@Dariusz_Jonski @Radio_ZET Kryształek się znalazł,łódzki salcesonie ty ze swoją kaszaną braliście swego czasu niezłe łapówy w formie wędzonek,zapomniałeś? ŁÓDŹ pamięta",0
1634328479599583235,"@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Oj Tytus, ale z Ciebie małpa. Małpa co głupoty powtarza :)",0
1634314644172013569,@Dariusz_Jonski @Radio_ZET Joński a twoja afera kiełbasiana i przyznawania dopłat unijnych dobiegła końca??,0
1634305846120251392,@Dariusz_Jonski @Robert06270082 @Radio_ZET Nie to żebym specjalnie żałował i był zdumiony. Bardziej mnie zastanawia co wydaje się ludziom chodzącym na pasku pis? Że ich bolszewickie metody pis nigdy nie dotkną?,0
1634298018231885828,@Dariusz_Jonski @Radio_ZET Jedynym członkiem zakłamany przygłupie to jesteś ty,1
1634287753000112130,@egizelska @CichonAlicja @Dariusz_Jonski @KLubnauer @Radio_ZET Ponoć zwrócili. Musieli mu ją osobiście odwieźć,0
1634287331053129744,"@CichonAlicja @Dariusz_Jonski @KLubnauer @Radio_ZET Może tez 
Gawłowskiemu zabrali zastawę której nie zwrócili #OrgiaAfer",0
1634280968579174425,@wiechosta @Dariusz_Jonski @2Bierz @Radio_ZET pieniądze tak... ale tu najwyraźniej zamiast w pieniądzach to brała w naturze ;D,1
1634280541833908238,"@TomaszWolf @Dariusz_Jonski @Radio_ZET z tego co widzę to jest ""rdzeń"" PiS a nie żaden przylep koalicyjny... ciekawe... ciekawe ilu jeszcze PiS poświęci przed wyborami w błysku fleszy... ciekawe czy pokusi się o dorżnięcie koalicjantów ;] czy to dopiero po wyborach...",0
1634277909228847104,@Dariusz_Jonski @Radio_ZET A co twój członek robił na granicy z Białorusią?,0
1634277019662929934,"@Dariusz_Jonski Napisałabym, kto tu jest członkiem z ramienia, ale mi się nie chce.",0
1634270377948921856,"@tytus_de_zoo_ @IzaSwat @Dariusz_Jonski @Radio_ZET Doktryna Neumana, PiSo xujku, to żadna doktryna, tylko opis sytuacji. Wskaż zatem, że się mylił.",0
1634267172036923401,@tytus_de_zoo_ @Dariusz_Jonski @Radio_ZET Racja pis zmienia tylko przepisy aby koledzy nie odpowiadali,0
1634266154117070850,"@Dariusz_Jonski @Radio_ZET 🤔ciekawe, ciekawe😉",0
